Lp.;NieruchomoúÊ;Numer;Zmiana od;Liczba mieszkaÒcÛw;Stawka
3554;63-300 Pleszew, Plac Wolnoúci im. Jana Paw≥a II 3A;1387/2024;2024.12.01;2;76
3555;63-300 Pleszew, Plac Wolnoúci im. Jana Paw≥a II 4/2;613/2024;2024.06.01;5;195
3556;63-300 Pleszew, Plac Wolnoúci im. Jana Paw≥a II 5;;2019.02.01;155;6045
3557;63-300 Pleszew, PodgÛrna 2;;2019.02.01;23;897
3558;63-300 Pleszew, PodgÛrna 3;2256/2025;2025.12.01;30;1170
3559;63-300 Pleszew, PodgÛrna 4;1862/2025;2025.10.01;2;78
3560;63-300 Pleszew, PODG”RNA 6A;880/2024;2024.08.01;4;156
3561;63-300 Pleszew, PodgÛrna 7;1029/2024;2024.09.01;8;312
3562;63-300 Pleszew, PODG”RNA 8;1824/2022;2023.01.01;3;117
3563;63-300 Pleszew, PodgÛrna 8A;2143/2025;2025.11.01;2;78
3564;63-300 Pleszew, PodgÛrna 9;;2019.02.01;2;78
3565;63-300 Pleszew, PodgÛrna 9A;860/2023;2023.06.01;3;117
3566;63-300 Pleszew, PodgÛrna 10/2;1613/2021;2021.10.01;2;78
3567;63-300 Pleszew, PodgÛrna 11/1,2,3,4;968/2023;2023.07.01;15;585
3568;63-300 Pleszew, PodgÛrna 11A;134/2024;2024.01.01;2;78
3569;63-300 Pleszew, PodgÛrna 11B;;2019.08.01;2;78
3570;63-300 Pleszew, PodgÛrna 12;3565/2020;2020.12.01;5;195
3571;63-300 Pleszew, PODG”RNA 13;1681/2025;2025.08.01;4;156
3572;63-300 Pleszew, PodgÛrna 14;1285/2022;2022.09.01;21;819
3573;63-300 Pleszew, PodgÛrna 15;;2019.02.01;4;156
3574;63-300 Pleszew, PodgÛrna 15/1;1094/2021;2021.06.01;1;38
3575;63-300 Pleszew, PodgÛrna 16/1;;2020.01.01;3;117
3576;63-300 Pleszew, PodgÛrna 17;90/2026;2026.01.01;2;78
3577;63-300 Pleszew, PodgÛrna 19;767/2023;2023.03.01;2;78
3578;63-300 Pleszew, PodgÛrna 21;;2020.01.01;2;78
3579;63-300 Pleszew, PodgÛrna 21A;;2019.02.01;2;78
3580;63-300 Pleszew, PodgÛrna 21C;546/2022;2022.03.01;3;114
3581;63-300 Pleszew, PodgÛrna 21D;;2019.02.01;2;78
3582;63-300 Pleszew, PodgÛrna 22;1161/2025;2025.04.01;3;117
3583;63-300 Pleszew, PodgÛrna 23A;;2019.02.01;4;156
3584;63-300 Pleszew, PODG”RNA 24;1748/2022;2022.12.01;4;156
3585;63-300 Pleszew, PodgÛrna 25;;2019.01.01;3;117
3586;63-300 Pleszew, PodgÛrna 25A;524/2024;2024.01.01;1;39
3587;63-300 Pleszew, PodgÛrna 26;;2019.02.01;4;156
3588;63-300 Pleszew, PODG”RNA 26A;97/2023;2023.01.01;3;117
3589;63-300 Pleszew, PodgÛrna 26B;;2019.02.01;6;234
3590;63-300 Pleszew, PodgÛrna 27/1;;2019.02.01;1;39
3591;63-300 Pleszew, PodgÛrna 27A;319/2022;2022.01.01;1;39
3592;63-300 Pleszew, PODG”RNA 27A/2;1774/2025;2025.10.01;2;78
3593;63-300 Pleszew, PodgÛrna 28/4;350/2023;2023.03.01;1;39
3594;63-300 Pleszew, PodgÛrna 28/5;;2019.02.01;5;195
3595;63-300 Pleszew, PodgÛrna 29;834/2021;2021.04.01;6;234
3596;63-300 Pleszew, PodgÛrna 29A;508/2024;2024.05.01;2;78
3597;63-300 Pleszew, PodgÛrna 30;;2019.02.01;3;117
3598;63-300 Pleszew, PodgÛrna 32;;2019.07.01;3;117
3599;63-300 Pleszew, PodgÛrna 33;;2019.02.01;1;39
3600;63-300 Pleszew, PODG”RNA 34;1537/2022;2022.10.01;1;39
3601;63-300 Pleszew, PodgÛrna 35;230/2021;2021.01.01;4;156
3602;63-300 Pleszew, PodgÛrna 38;;2019.10.01;2;78
3603;63-300 Pleszew, PodgÛrna 39;;2019.02.01;2;78
3604;63-300 Pleszew, PodgÛrna 41;1473/2025;2025.07.01;3;117
3605;63-300 Pleszew, PodgÛrna 42/1;3463/2020;2020.11.01;4;156
3606;63-300 Pleszew, PodgÛrna 42/2;;2019.02.01;4;156
3607;63-300 Pleszew, PodgÛrna 45;1681/2022;2022.10.01;2;78
3608;63-300 Pleszew, PodgÛrna 47;225/2024;2024.01.01;1;39
3609;63-300 Pleszew, PodgÛrna 47A;1704/2025;2025.09.01;2;78
3610;63-300 Pleszew, PodgÛrna 48;;2019.02.01;1;39
3611;63-300 Pleszew, PodgÛrna 50;;2020.01.01;3;117
3612;63-300 Pleszew, PodgÛrna 52;;2019.02.01;3;117
3613;63-300 Pleszew, PodgÛrna 53;251/2023;2023.01.01;2;78
3614;63-300 Pleszew, Polna 2;;2019.02.01;1;39
3615;63-300 Pleszew, POLNA 4;1172/2025;2025.05.01;2;78
3616;63-300 Pleszew, Polna 6;699/2022;2022.05.01;2;78
3617;63-300 Pleszew, Polna 6A;;2019.02.01;2;78
3618;63-300 Pleszew, Polna 12;402/2021;2021.01.01;4;152
3619;63-300 Pleszew, Polna 13;;2019.09.01;2;78
3620;63-300 Pleszew, Polna 14;;2019.05.01;2;78
3621;63-300 Pleszew, Polna 16;;2019.02.01;3;117
3622;63-300 Pleszew, Polna 18;854/2024;2024.08.01;5;190
3623;63-300 Pleszew, Polna 19;;2019.02.01;2;78
3624;63-300 Pleszew, Polna 20;;2019.02.01;2;78
3625;63-300 Pleszew, Polna 20A;;2019.02.01;3;117
3626;63-300 Pleszew, Polna 20B;;2019.02.01;4;156
3627;63-300 Pleszew, Polna 22;;2020.01.01;4;156
3628;63-300 Pleszew, Polna 22A;;2019.02.01;3;117
3629;63-300 Pleszew, Polna 24;1637/2020;2020.08.01;3;114
3630;63-300 Pleszew, Polna 26;;2020.01.01;3;117
3631;63-300 Pleszew, Polna 27;;2020.01.01;1;39
3632;63-300 Pleszew, Polna 28;1381/2024;2024.07.01;4;156
3633;63-300 Pleszew, Polna 29;3513/2020;2020.11.01;1;38
3634;63-300 Pleszew, Polna 30;;2019.02.01;2;78
3635;63-300 Pleszew, Polna 30A;;2020.01.01;4;156
3636;63-300 Pleszew, Polna 32;920/2022;2022.07.01;2;78
3637;63-300 Pleszew, Polna 34;;2019.02.01;1;39
3638;63-300 Pleszew, Polna 35;682/2023;2023.05.01;3;117
3639;63-300 Pleszew, Polna 36;1779/2021;2021.09.01;1;39
3640;63-300 Pleszew, Polna 38;;2019.02.01;2;78
3641;63-300 Pleszew, Polna 40;389/2024;2024.03.01;2;78
3642;63-300 Pleszew, Polna 45;444/2021;2021.03.01;2;78
3643;63-300 Pleszew, Polna 46;;2019.02.01;4;156
3644;63-300 Pleszew, Polna 48;141/2023;2023.01.01;1;39
3645;63-300 Pleszew, Polna 51;;2019.02.01;2;78
3646;63-300 Pleszew, Polna 55;473/2024;2024.05.01;1;39
3647;63-300 Pleszew, Polna 59;;2019.02.01;3;117
3648;63-300 Pleszew, Polna 60A;;2019.02.01;3;117
3649;63-300 Pleszew, Polna 60B;2813/2020;2020.09.01;2;78
3650;63-300 Pleszew, Polna 61;;2019.02.01;2;78
3651;63-300 Pleszew, Polna 64;2514/2020;2020.09.01;4;156
3652;63-300 Pleszew, Polna 65;1209/2021;2021.07.01;8;312
3653;63-300 Pleszew, POMORSKA 1;564/2022;2021.12.01;1;39
3654;63-300 Pleszew, Pomorska 5;2094/2025;2025.12.01;6;234
3655;63-300 Pleszew, Pomorska 10;;2019.02.01;5;195
3656;63-300 Pleszew, Pomorska 10A;1356/2022;2022.09.01;3;117
3657;63-300 Pleszew, Pomorska 10B;626/2024;2024.05.01;4;156
3658;63-300 Pleszew, Pomorska 11;333/2023;2023.03.01;4;152
3659;63-300 Pleszew, Pomorska 12;;2019.02.01;5;195
3660;63-300 Pleszew, Pomorska 14;1035/2024;2024.08.01;1;39
3661;63-300 Pleszew, Pomorska 16;;2019.02.01;6;234
3662;63-300 Pleszew, Pomorska 18;;2020.01.01;3;117
3663;63-300 Pleszew, Pomorska 18a;2383/2025;2026.01.01;4;156
3664;63-300 Pleszew, Pomorska 19;;2019.02.01;2;78
3665;63-300 Pleszew, Pomorska 20;601/2025;2025.01.01;2;78
3666;63-300 Pleszew, Pomorska 22;1237/2021;2021.07.01;7;266
3667;63-300 Pleszew, Pomorska 23;1508/2025;2025.07.01;5;195
3668;63-300 Pleszew, Pomorska 23A;;2019.02.01;7;273
3669;63-300 Pleszew, Pomorska 23B;382/2024;2024.04.01;2;78
3670;63-300 Pleszew, Pomorska 23C;;2019.02.01;4;156
3671;63-300 Pleszew, Pomorska 23D;1234/2024;2024.10.01;4;156
3672;63-300 Pleszew, Pomorska 24;;2019.02.01;3;117
3673;63-300 Pleszew, Pomorska 25;;2019.01.01;2;78
3674;63-300 Pleszew, Pomorska 25;;2020.01.01;2;78
3675;63-300 Pleszew, Pomorska 25A;274/2024;2024.02.01;3;117
3676;63-300 Pleszew, Pomorska 26;98/2021;2021.01.01;7;266
3677;63-300 Pleszew, Pomorska 28;;2019.10.01;3;117
3678;63-300 Pleszew, Pomorska 28A;965/2023;2023.07.01;2;76
3679;63-300 Pleszew, Pomorska 29;2685/2020;2020.08.01;4;152
3680;63-300 Pleszew, Pomorska 30;312/2023;2023.02.01;5;195
3681;63-300 Pleszew, Pomorska 31;;2019.02.01;3;117
3682;63-300 Pleszew, Pomorska 32;1791/2021;2021.11.01;3;117
3683;63-300 Pleszew, Pomorska 33;416/2023;2023.03.01;2;78
3684;63-300 Pleszew, Pomorska 34;;2019.02.01;1;39
3685;63-300 Pleszew, Pomorska 35;321/2022;2022.03.01;2;78
3686;63-300 Pleszew, Pomorska 36;;2020.01.01;2;78
3687;63-300 Pleszew, Pomorska 37;1030/2024;2023.11.01;2;78
3688;63-300 Pleszew, Pomorska 41;152/2022;2021.12.01;1;39
3689;63-300 Pleszew, Pomorska 51;2111/2025;2025.11.01;1;39
3690;63-300 Pleszew, Pomorska 53;;2019.02.01;2;78
3691;63-300 Pleszew, Poziomkowa 1;479/2022;2022.03.01;2;78
3692;63-300 Pleszew, Poziomkowa 2;616/2021;2021.04.01;2;78
3693;63-300 Pleszew, Poziomkowa 3;;2019.02.01;5;195
3694;63-300 Pleszew, Poziomkowa 4;;2019.02.01;3;117
3695;63-300 Pleszew, Poziomkowa 5;1792/2025;2025.10.01;2;78
3696;63-300 Pleszew, Poziomkowa 6;;2019.09.01;4;156
3697;63-300 Pleszew, Poziomkowa 7;;2019.02.01;5;195
3698;63-300 Pleszew, Poziomkowa 8;1282/2023;2023.10.01;4;156
3699;63-300 Pleszew, Poziomkowa 9;1282/2024;2024.11.01;4;152
3700;63-300 Pleszew, PoznaÒska 2;;2019.11.01;6;234
3701;63-300 Pleszew, PoznaÒska 4;596/2023;2023.04.01;23;897
3702;63-300 Pleszew, PoznaÒska 5;847/2024;2024.07.01;9;351
3703;63-300 Pleszew, POZNA—SKA 6;1428/2024;2024.12.01;4;156
3704;63-300 Pleszew, PoznaÒska 7/1;6/2021;2021.01.01;3;117
3705;63-300 Pleszew, PoznaÒska 7/2;55/2022;2022.02.01;2;78
3706;63-300 Pleszew, PoznaÒska 9;;2019.02.01;3;117
3707;63-300 Pleszew, PoznaÒska 10;1638/2025;2025.08.01;18;702
3708;63-300 Pleszew, PoznaÒska 11;729/2024;2024.07.01;1;39
3709;63-300 Pleszew, PoznaÒska 12;;2019.02.01;1;39
3710;63-300 Pleszew, PoznaÒska 13;213/2025;2025.01.01;9;351
3711;63-300 Pleszew, PoznaÒska 14;1124/2025;2025.04.01;7;273
3712;63-300 Pleszew, PoznaÒska 15;1910/2020;2020.08.01;2;76
3713;63-300 Pleszew, PoznaÒska 16;1360/2024;2024.11.01;7;273
3714;63-300 Pleszew, PoznaÒska 18;2095/2025;2025.12.01;4;156
3715;63-300 Pleszew, PoznaÒska 21;1132/2023;2023.08.01;5;195
3716;63-300 Pleszew, PoznaÒska 23;3152/2020;2020.11.01;1;39
3717;63-300 Pleszew, PoznaÒska 25;614/2023;2023.04.01;2;78
3718;63-300 Pleszew, PoznaÒska 26;848/2024;2024.05.01;4;156
3719;63-300 Pleszew, PoznaÒska 27;806/2025;2025.02.01;3;117
3720;63-300 Pleszew, PoznaÒska 29A i 29;1627/2023;2023.12.01;4;156
3721;63-300 Pleszew, PoznaÒska 31;;2019.02.01;2;78
3722;63-300 Pleszew, PoznaÒska 31;2200/2025;2026.01.01;3;117
3723;63-300 Pleszew, PoznaÒska 32;67/2024;2024.01.01;4;156
3724;63-300 Pleszew, PoznaÒska 33;;2019.02.01;4;156
3725;63-300 Pleszew, PoznaÒska 34;2381/2025;2026.01.01;7;273
3726;63-300 Pleszew, PoznaÒska 34A;;2019.02.01;4;156
3727;63-300 Pleszew, PoznaÒska 38;960/2025;2025.02.01;1;39
3728;63-300 Pleszew, POZNA—SKA 39;524/2022;2022.04.01;2;78
3729;63-300 Pleszew, POZNA—SKA 40;1449/2022;2022.10.01;2;78
3730;63-300 Pleszew, PoznaÒska 40A;1482/2022;2022.09.01;4;156
3731;63-300 Pleszew, PoznaÒska 41;1791/2025;2025.08.01;14;546
3732;63-300 Pleszew, PoznaÒska 43;1957/2022;2023.01.01;9;351
3733;63-300 Pleszew, PoznaÒska 44;315/2024;2024.02.01;2;78
3734;63-300 Pleszew, PoznaÒska 45/1A;570/2022;2021.10.01;4;156
3735;63-300 Pleszew, POZNA—SKA 45/3;38/2023;2023.01.01;3;117
3736;63-300 Pleszew, POZNA—SKA 45/6;1801/2022;2023.01.01;1;39
3737;63-300 Pleszew, PoznaÒska 45/7;;2019.02.01;4;156
3738;63-300 Pleszew, PoznaÒska 45/8;;2020.01.01;2;78
3739;63-300 Pleszew, PoznaÒska 45/9;1/2026;2026.01.01;6;234
3740;63-300 Pleszew, PoznaÒska 45A/1;;2019.02.01;4;156
3741;63-300 Pleszew, PoznaÒska 46;466/2024;2024.04.01;29;1131
3742;63-300 Pleszew, PoznaÒska 47/1;;2020.01.01;3;117
3743;63-300 Pleszew, PoznaÒska 47/2;;2019.11.01;1;39
3744;63-300 Pleszew, PoznaÒska 48;1455/2025;2025.07.01;2;78
3745;63-300 Pleszew, PoznaÒska 50/1;;2019.11.01;1;39
3746;63-300 Pleszew, PoznaÒska 51;;2019.02.01;2;78
3747;63-300 Pleszew, PoznaÒska 53;;2019.02.01;2;78
3748;63-300 Pleszew, PoznaÒska 54;;2019.02.01;4;156
3749;63-300 Pleszew, PoznaÒska 55;419/2025;2025.01.01;17;663
3750;63-300 Pleszew, PoznaÒska 56;270/2026;2026.01.01;25;975
3751;63-300 Pleszew, PoznaÒska 57;896a/2024;2024.07.01;22;858
3752;63-300 Pleszew, PoznaÒska 58;06/2023;2023.01.01;2;78
3753;63-300 Pleszew, PoznaÒska 59;;2019.11.01;1;39
3754;63-300 Pleszew, PoznaÒska 60;1975/2025;2025.11.01;6;234
3755;63-300 Pleszew, PoznaÒska 61;;2019.02.01;1;39
3756;63-300 Pleszew, PoznaÒska 61;;2019.02.01;2;78
3757;63-300 Pleszew, POZNA—SKA 61;02/2022;2021.12.01;2;78
3758;63-300 Pleszew, PoznaÒska 61/1;;2020.02.01;5;195
3759;63-300 Pleszew, PoznaÒska 63;1359/2024;2024.11.01;11;429
3760;63-300 Pleszew, PoznaÒska 64;24/2022;2021.11.01;4;156
3761;63-300 Pleszew, PoznaÒska 66;;2019.02.01;2;78
3762;63-300 Pleszew, PoznaÒska 66A;;2019.02.01;1;39
3763;63-300 Pleszew, PoznaÒska 67;249/2026;2026.01.01;34;1326
3764;63-300 Pleszew, PoznaÒska 68;;2019.02.01;4;156
3765;63-300 Pleszew, PoznaÒska 69;2264/2025;2026.01.01;33;1287
3766;63-300 Pleszew, PoznaÒska 70;844/2023;2023.05.01;2;78
3767;63-300 Pleszew, PoznaÒska 71;1572/2025;2025.07.01;32;1248
3768;63-300 Pleszew, PoznaÒska 72;33/2022;2022.01.01;2;78
3769;63-300 Pleszew, PoznaÒska 73;131/2026;2025.12.01;46;1794
3770;63-300 Pleszew, PoznaÒska 74;163/2024;2024.01.01;4;156
3771;63-300 Pleszew, PoznaÒska 75;1527/2025;2025.06.01;47;1833
3772;63-300 Pleszew, PoznaÒska 77;664/2024;2024.05.01;4;156
3773;63-300 Pleszew, PoznaÒska 79;;2020.01.01;2;78
3774;63-300 Pleszew, PoznaÒska 81;748/2022;2022.05.01;1;39
3775;63-300 Pleszew, PoznaÒska 81A;;2019.02.01;2;78
3776;63-300 Pleszew, PoznaÒska 83;;2019.02.01;1;39
3777;63-300 Pleszew, PoznaÒska 84;02/2023;2023.01.01;3;117
3778;63-300 Pleszew, PoznaÒska 85;;2019.10.01;1;39
3779;63-300 Pleszew, PoznaÒska 87;867/2024;2023.12.01;1;39
3780;63-300 Pleszew, PoznaÒska 88;1322/2024;2024.10.01;7;273
3781;63-300 Pleszew, PoznaÒska 89;2019/2025;2025.11.01;7;273
3782;63-300 Pleszew, PoznaÒska 90;;2019.02.01;2;78
3783;63-300 Pleszew, PoznaÒska 91;365/2023;2023.02.01;3;117
3784;63-300 Pleszew, PoznaÒska 92;1230/2023;2023.08.01;2;78
3785;63-300 Pleszew, PoznaÒska 93;2052/2025;2025.11.01;3;117
3786;63-300 Pleszew, PoznaÒska 94;;2019.02.01;3;117
3787;63-300 Pleszew, PoznaÒska 96;787/2025;2025.01.01;3;117
3788;63-300 Pleszew, PoznaÒska 97;1228/2020;2020.06.01;5;195
3789;63-300 Pleszew, PoznaÒska 98;2103/2025;2025.05.01;7;273
3790;63-300 Pleszew, PoznaÒska 99;;2019.02.01;4;156
3791;63-300 Pleszew, PoznaÒska 100;;2020.01.01;2;78
3792;63-300 Pleszew, PoznaÒska 101;337/2024;2024.02.01;2;78
3793;63-300 Pleszew, PoznaÒska 102;;2019.02.01;3;117
3794;63-300 Pleszew, PoznaÒska 103;1812/2021;2021.11.01;7;273
3795;63-300 Pleszew, PoznaÒska 105;238/2021;2021.01.01;1;39
3796;63-300 Pleszew, PoznaÒska 107;1193/2021;2021.08.01;4;156
3797;63-300 Pleszew, PoznaÒska 107A;1327/2025;2025.04.01;5;195
3798;63-300 Pleszew, PoznaÒska 109;1218/2020;2020.07.01;3;117
3799;63-300 Pleszew, PoznaÒska 110;;2019.04.01;3;117
3800;63-300 Pleszew, PoznaÒska 111;1777/2022;2023.01.01;2;78
3801;63-300 Pleszew, PoznaÒska 112;1563/2024;2025.01.01;3;117
3802;63-300 Pleszew, PoznaÒska 113;;2019.06.01;2;78
3803;63-300 Pleszew, PoznaÒska 114;709/2021;2020.10.01;1;39
3804;63-300 Pleszew, POZNA—SKA 115;397/2023;2023.03.01;7;273
3805;63-300 Pleszew, PoznaÒska 117;;2019.02.01;3;117
3806;63-300 Pleszew, PoznaÒska 117;2057/2022;2023.01.01;3;117
3807;63-300 Pleszew, PoznaÒska 118;;2019.02.01;1;39
3808;63-300 Pleszew, PoznaÒska 119;;2019.02.01;2;78
3809;63-300 Pleszew, PoznaÒska 120;;2019.09.01;4;156
3810;63-300 Pleszew, PoznaÒska 121;1889/2025;2025.10.01;5;195
3811;63-300 Pleszew, PoznaÒska 122;1680/2022;2022.11.01;1;39
3812;63-300 Pleszew, PoznaÒska 123;;2019.02.01;2;78
3813;63-300 Pleszew, PoznaÒska 124;;2019.02.01;2;78
3814;63-300 Pleszew, PoznaÒska 125;74/2026;2026.01.01;36;1404
3815;63-300 Pleszew, PoznaÒska 126;2422/2020;2020.08.01;5;190
3816;63-300 Pleszew, PoznaÒska 127;;2019.02.01;16;624
3817;63-300 Pleszew, PoznaÒska 127A;;2019.02.01;14;546
3818;63-300 Pleszew, PoznaÒska 128;745/2023;2023.06.01;1;39
3819;63-300 Pleszew, PoznaÒska 129;;2019.02.01;3;117
3820;63-300 Pleszew, PoznaÒska 129A;1790/2025;2025.05.01;2;78
3821;63-300 Pleszew, PoznaÒska 131;;2019.02.01;6;234
3822;63-300 Pleszew, PoznaÒska 131A;;2019.02.01;3;117
3823;63-300 Pleszew, PoznaÒska 134;1276/2021;2021.06.01;1;38
3824;63-300 Pleszew, PoznaÒska 134A;2327/2020;2020.09.01;4;152
3825;63-300 Pleszew, PoznaÒska 137A;;2019.02.01;5;195
3826;63-300 Pleszew, PoznaÒska 137B;;2019.02.01;6;234
3827;63-300 Pleszew, PoznaÒska 141;1881/20202;2020.08.01;6;228
3828;63-300 Pleszew, PoznaÒska 141A/1;;2019.02.01;5;195
3829;63-300 Pleszew, PoznaÒska 141A/2;1159/2023;2023.09.01;2;78
3830;63-300 Pleszew, PoznaÒska 141B;1002/2021;2021.06.01;1;39
3831;63-300 Pleszew, PoznaÒska 143;;2019.02.01;2;78
3832;63-300 Pleszew, PoznaÒska 145;952/2022;2022.07.01;4;152
3833;63-300 Pleszew, PoznaÒska 147;;2020.01.01;2;78
3834;63-300 Pleszew, Prokopowska 1/1;;2019.02.01;2;78
3835;63-300 Pleszew, Prokopowska 2A;1859/2025;2025.10.01;2;78
3836;63-300 Pleszew, Prokopowska 3;706/2025;2025.01.01;13;507
3837;63-300 Pleszew, Prokopowska 5;450/2023;2023.01.01;3;117
3838;63-300 Pleszew, Prokopowska 5A;18/2025;2025.01.01;4;156
3839;63-300 Pleszew, Prokopowska 6A;;2019.02.01;3;117
3840;63-300 Pleszew, Prokopowska 7;;2019.02.01;2;78
3841;63-300 Pleszew, Prokopowska 8;1789/2021;2021.11.01;3;114
3842;63-300 Pleszew, Prokopowska 8A;;2020.07.01;2;78
3843;63-300 Pleszew, Prokopowska 8c;1308/2024;2024.10.01;3;117
3844;63-300 Pleszew, Prokopowska 10;106/2023;2023.01.01;2;78
3845;63-300 Pleszew, Prokopowska 11;41/2021;2020.12.01;5;195
3846;63-300 Pleszew, Prokopowska 13;;2019.02.01;3;117
3847;63-300 Pleszew, Prokopowska 16;;2019.02.01;4;156
3848;63-300 Pleszew, PROKOPOWSKA 17;1527/2022;2022.10.01;3;117
3849;63-300 Pleszew, Prokopowska 18;1516/2021;2021.09.01;3;117
3850;63-300 Pleszew, Prokopowska 19;758/2023;2023.03.01;3;117
3851;63-300 Pleszew, Prokopowska 20;;2019.02.01;5;195
3852;63-300 Pleszew, Prokopowska 22;1575/2021;2021.10.01;6;234
3853;63-300 Pleszew, Prokopowska 23;1961/2022;2023.01.01;6;234
3854;63-300 Pleszew, Prokopowska 25;604/2022;2022.03.01;2;78
3855;63-300 Pleszew, Prokopowska 25A;110/2023;2023.01.01;5;195
3856;63-300 Pleszew, Prokopowska 25B;1899/2021;2021.11.01;2;78
3857;63-300 Pleszew, Prokopowska 27/2;1455/2022;2022.10.01;2;78
3858;63-300 Pleszew, Prokopowska 29;177/2024;2024.03.01;1;38
3859;63-300 Pleszew, Prokopowska 31;;2019.02.01;2;78
3860;63-300 Pleszew, Prokopowska 33;1422/2024;2024.11.01;3;117
3861;63-300 Pleszew, Prokopowska 35;2754/2020;2020.09.01;5;190
3862;63-300 Pleszew, Prokopowska 37;818/2024;2024.07.01;1;39
3863;63-300 Pleszew, Prokopowska 41;1218/2025;2025.05.01;6;228
3864;63-300 Pleszew, Prokopowska 41A;967/2022;2022.06.01;4;152
3865;63-300 Pleszew, Prokopowska 43;198/2023;2023.02.01;4;156
3866;63-300 Pleszew, Prokopowska 45;;2019.02.01;2;78
3867;63-300 Pleszew, Prokopowska 47;3142/2020;2020.10.01;5;190
3868;63-300 Pleszew, Prokopowska 52;2619/2020;2020.08.01;5;195
3869;63-300 Pleszew, Prokopowska 61;;2019.02.01;2;78
3870;63-300 Pleszew, Prokopowska 63;;2019.02.01;1;39
3871;63-300 Pleszew, Prokopowska 65;1797/2025;2025.01.01;4;156
3872;63-300 Pleszew, Prokopowska 67;577/2024;2024.05.01;4;156
3873;63-300 Pleszew, Prokopowska 69;;2019.02.01;3;117
3874;63-300 Pleszew, Prokopowska 71;2240/2020;2020.08.01;3;114
3875;63-300 Pleszew, Prokopowska 75;1527/2024;2024.12.01;6;234
3876;63-300 Pleszew, Prokopowska 81;;2019.02.01;2;78
3877;63-300 Pleszew, Prokopowska 81a;;2019.02.01;2;78
3878;63-300 Pleszew, Prusa 2;;2020.01.01;3;117
3879;63-300 Pleszew, Prusa 3;;2019.02.01;1;39
3880;63-300 Pleszew, PRUSA 4;1388/2024;2024.11.01;1;39
3881;63-300 Pleszew, Prusa 5;;2019.02.01;2;78
3882;63-300 Pleszew, PRUSA 6;1030/2023;2023.07.01;1;39
3883;63-300 Pleszew, Prusa 7;2314/2020;2020.08.01;1;39
3884;63-300 Pleszew, Prusa 8;126/2022;2021.12.01;2;78
3885;63-300 Pleszew, Prusa 9;;2019.02.01;2;78
3886;63-300 Pleszew, PRUSA 10;1727/2022;2022.10.01;2;78
3887;63-300 Pleszew, Prusa 11;;2020.04.01;6;234
3888;63-300 Pleszew, Prusa 13;;2019.02.01;4;156
3889;63-300 Pleszew, Prusa 14;;2020.01.01;4;156
3890;63-300 Pleszew, Prusa 15;;2020.03.01;3;117
3891;63-300 Pleszew, Prusa 16;1933/2022;2023.01.01;9;351
3892;63-300 Pleszew, PRUSA 17;946/2024;2024.06.01;1;39
3893;63-300 Pleszew, Prusa 18;1460/2023;2023.11.01;2;78
3894;63-300 Pleszew, Prusa 19;990/2024;2024.08.01;1;39
3895;63-300 Pleszew, Przemys≥awa II 1;479/2024;2024.04.01;3;117
3896;63-300 Pleszew, Przemys≥awa II 1A;1561/2021;2021.10.01;5;195
3897;63-300 Pleszew, Przemys≥awa II 3;1291/2021;2021.08.01;3;114
3898;63-300 Pleszew, Przemys≥awa II 5;;2019.02.01;4;156
3899;63-300 Pleszew, Przemys≥awa II 7;1893/2022;2023.01.01;2;78
3900;63-300 Pleszew, Przemys≥awa II 8;2182/2020;2020.08.01;4;152
3901;63-300 Pleszew, Przemys≥awa II 9;;2019.02.01;1;39
3902;63-300 Pleszew, Przemys≥awa II 11;442/2023;2023.03.01;3;117
3903;63-300 Pleszew, Przemys≥awa II 13;;2019.02.01;3;117
3904;63-300 Pleszew, Przemys≥awa II 15;;2019.02.01;2;78
3905;63-300 Pleszew, Rolna 1;1205/2023;2023.09.01;4;156
3906;63-300 Pleszew, Rolna 2;1141/2024;2024.10.01;4;156
3907;63-300 Pleszew, Rolna 3;3756/2020;2019.12.01;6;234
3908;63-300 Pleszew, Rolna 4;;2019.02.01;3;117
3909;63-300 Pleszew, Rolna 5;3400/2020;2020.10.01;6;234
3910;63-300 Pleszew, Rolna 6;;2019.02.01;2;78
3911;63-300 Pleszew, Rolna 7;1625/2021;2021.10.01;4;156
3912;63-300 Pleszew, Rolna 12;2053/2025;2025.11.01;32;1248
3913;63-300 Pleszew, RÛøana 1;1471/2024;2024.11.01;3;117
3914;63-300 Pleszew, RÛøana 2;1149/2024;2024.10.01;1;39
3915;63-300 Pleszew, RÛøana 2;793/2025;2025.02.01;2;78
3916;63-300 Pleszew, RÛøana 3;;2019.02.01;3;117
3917;63-300 Pleszew, RÛøana 4;1280/2022;2022.05.01;2;78
3918;63-300 Pleszew, Rubinowa 1;870/2022;2022.07.01;3;117
3919;63-300 Pleszew, Rubinowa 1/1;1519/2022;2022.10.01;2;78
3920;63-300 Pleszew, Rubinowa 2/1;102/2024;2024.02.01;2;78
3921;63-300 Pleszew, Rubinowa 2/2;552/2024;2024.05.01;2;78
3922;63-300 Pleszew, Rubinowa 3/1;1203/2023;2023.09.01;3;117
3923;63-300 Pleszew, Rubinowa 3/2;1458/2025;2025.08.01;3;117
3924;63-300 Pleszew, Rubinowa 4/1;549/2023;2023.04.01;1;39
3925;63-300 Pleszew, Rubinowa 4/2;832/2024;2024.07.01;1;39
